antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent,consequent,rule
Kidney Beans,Ice cream,0.4084084084084084,0.41041041041041043,0.1961961961961962,0.48039215686274506,1.1705164992826398,0.02858113368623877,1.1346818516629835,Kidney Beans,Ice cream,168
Ice cream,Kidney Beans,0.41041041041041043,0.4084084084084084,0.1961961961961962,0.47804878048780486,1.1705164992826398,0.02858113368623877,1.1334231427689372,Ice cream,Kidney Beans,169
Ice cream,Milk,0.41041041041041043,0.40540540540540543,0.17717717717717718,0.4317073170731707,1.0648780487804876,0.010794578362145923,1.0462823338359817,Ice cream,Milk,170
Milk,Ice cream,0.40540540540540543,0.41041041041041043,0.17717717717717718,0.437037037037037,1.0648780487804876,0.010794578362145923,1.0472972972972971,Milk,Ice cream,171
Ice cream,Nutmeg,0.41041041041041043,0.4014014014014014,0.1871871871871872,0.4560975609756097,1.1362630010340002,0.022447873298724136,1.1005624458539256,Ice cream,Nutmeg,172
Nutmeg,Ice cream,0.4014014014014014,0.41041041041041043,0.1871871871871872,0.46633416458852867,1.1362630010340002,0.022447873298724136,1.1047917075954456,Nutmeg,Ice cream,173
Ice cream,Onion,0.41041041041041043,0.4034034034034034,0.1921921921921922,0.46829268292682924,1.1608545663620407,0.026631235840445022,1.1220394706633239,Ice cream,Onion,174
Onion,Ice cream,0.4034034034034034,0.41041041041041043,0.1921921921921922,0.47642679900744417,1.1608545663620407,0.026631235840445022,1.1260881734815384,Onion,Ice cream,175
Ice cream,Sugar,0.41041041041041043,0.4094094094094094,0.19519519519519518,0.4756097560975609,1.1616971793189812,0.027169311453595718,1.1262425215913587,Ice cream,Sugar,176
Sugar,Ice cream,0.4094094094094094,0.41041041041041043,0.19519519519519518,0.4767726161369193,1.1616971793189814,0.027169311453595718,1.1268324399165517,Sugar,Ice cream,177
Ice cream,Unicorn,0.41041041041041043,0.3893893893893894,0.18518518518518517,0.4512195121951219,1.1587873847890149,0.02537572607642677,1.1126682237793348,Ice cream,Unicorn,178
Unicorn,Ice cream,0.3893893893893894,0.41041041041041043,0.18518518518518517,0.4755784061696658,1.1587873847890149,0.02537572607642677,1.1242664232860309,Unicorn,Ice cream,179
Ice cream,Yogurt,0.41041041041041043,0.42042042042042044,0.18218218218218218,0.44390243902439025,1.0558536585365854,0.009637264892520148,1.0422264369632788,Ice cream,Yogurt,180
Yogurt,Ice cream,0.42042042042042044,0.41041041041041043,0.18218218218218218,0.4333333333333333,1.0558536585365852,0.009637264892520148,1.040452216922805,Yogurt,Ice cream,181
Ice cream,chocolate,0.41041041041041043,0.4214214214214214,0.2022022022022022,0.49268292682926823,1.1690979665141068,0.029246463680898116,1.1404673904673905,Ice cream,chocolate,182
chocolate,Ice cream,0.4214214214214214,0.41041041041041043,0.2022022022022022,0.47980997624703087,1.1690979665141068,0.029246463680898116,1.133411950763549,chocolate,Ice cream,183
Kidney Beans,Milk,0.4084084084084084,0.40540540540540543,0.1991991991991992,0.4877450980392157,1.2031045751633986,0.03362822281741201,1.1607396870554765,Kidney Beans,Milk,184
Milk,Kidney Beans,0.40540540540540543,0.4084084084084084,0.1991991991991992,0.49135802469135803,1.2031045751633986,0.03362822281741201,1.1630805562844397,Milk,Kidney Beans,185
Kidney Beans,Nutmeg,0.4084084084084084,0.4014014014014014,0.1891891891891892,0.4632352941176471,1.154045034472642,0.025253481709938186,1.115197389169992,Kidney Beans,Nutmeg,186
Nutmeg,Kidney Beans,0.4014014014014014,0.4084084084084084,0.1891891891891892,0.4713216957605985,1.1540450344726418,0.025253481709938186,1.1190010765482465,Nutmeg,Kidney Beans,187
Kidney Beans,Onion,0.4084084084084084,0.4034034034034034,0.17017017017017017,0.41666666666666663,1.0328784119106698,0.005416828239651061,1.0227370227370227,Kidney Beans,Onion,188
Onion,Kidney Beans,0.4034034034034034,0.4084084084084084,0.17017017017017017,0.4218362282878412,1.03287841191067,0.005416828239651061,1.0232249416798773,Onion,Kidney Beans,189
Kidney Beans,Sugar,0.4084084084084084,0.4094094094094094,0.1871871871871872,0.4583333333333333,1.1194987775061125,0.019980941902863814,1.0903210903210903,Kidney Beans,Sugar,190
Sugar,Kidney Beans,0.4094094094094094,0.4084084084084084,0.1871871871871872,0.4572127139364303,1.1194987775061125,0.019980941902863814,1.0899142385628873,Sugar,Kidney Beans,191
Kidney Beans,Unicorn,0.4084084084084084,0.3893893893893894,0.1841841841841842,0.45098039215686275,1.1581732950249508,0.025154283412541695,1.1121836121836122,Kidney Beans,Unicorn,192
Unicorn,Kidney Beans,0.3893893893893894,0.4084084084084084,0.1841841841841842,0.4730077120822622,1.1581732950249508,0.025154283412541695,1.122581117703069,Unicorn,Kidney Beans,193
Kidney Beans,Yogurt,0.4084084084084084,0.42042042042042044,0.1941941941941942,0.4754901960784314,1.1309873949579832,0.022490959427896362,1.1049928433106004,Kidney Beans,Yogurt,194
Yogurt,Kidney Beans,0.42042042042042044,0.4084084084084084,0.1941941941941942,0.46190476190476193,1.1309873949579832,0.022490959427896362,1.0994180020728694,Yogurt,Kidney Beans,195
Kidney Beans,chocolate,0.4084084084084084,0.4214214214214214,0.19119119119119118,0.46813725490196073,1.1108530110381443,0.0190791391992593,1.0878343781569586,Kidney Beans,chocolate,196
chocolate,Kidney Beans,0.4214214214214214,0.4084084084084084,0.19119119119119118,0.45368171021377673,1.1108530110381445,0.0190791391992593,1.0828698263480871,chocolate,Kidney Beans,197
Milk,Nutmeg,0.40540540540540543,0.4014014014014014,0.18218218218218218,0.4493827160493827,1.1195344970906067,0.019451884316749185,1.0871409526118045,Milk,Nutmeg,198
Nutmeg,Milk,0.4014014014014014,0.40540540540540543,0.18218218218218218,0.4538653366583541,1.1195344970906067,0.019451884316749185,1.0887325681846227,Nutmeg,Milk,199
Milk,Onion,0.40540540540540543,0.4034034034034034,0.18218218218218218,0.4493827160493827,1.1139784946236557,0.01864026188350512,1.0835050296933704,Milk,Onion,200
Onion,Milk,0.4034034034034034,0.40540540540540543,0.18218218218218218,0.45161290322580644,1.1139784946236557,0.01864026188350512,1.0842607313195547,Onion,Milk,201
Milk,Sugar,0.40540540540540543,0.4094094094094094,0.18618618618618618,0.4592592592592592,1.1217603911980438,0.020209398587776956,1.0921880784894484,Milk,Sugar,202
Sugar,Milk,0.4094094094094094,0.40540540540540543,0.18618618618618618,0.4547677261613692,1.1217603911980438,0.020209398587776956,1.0905344806690096,Sugar,Milk,203
Milk,Unicorn,0.40540540540540543,0.3893893893893894,0.1831831831831832,0.45185185185185184,1.1604113110539847,0.025322619917214517,1.1139517896274653,Milk,Unicorn,204
Unicorn,Milk,0.3893893893893894,0.40540540540540543,0.1831831831831832,0.47043701799485865,1.1604113110539847,0.025322619917214517,1.12280241406455,Unicorn,Milk,205
Milk,Yogurt,0.40540540540540543,0.42042042042042044,0.19019019019019018,0.4691358024691357,1.1158730158730157,0.01974947920893863,1.0917661847894402,Milk,Yogurt,206
Yogurt,Milk,0.42042042042042044,0.40540540540540543,0.19019019019019018,0.45238095238095233,1.1158730158730157,0.01974947920893863,1.0857814336075202,Yogurt,Milk,207
chocolate,Milk,0.4214214214214214,0.40540540540540543,0.21121121121121122,0.501187648456057,1.2362628661916073,0.04036468901333767,1.192020592020592,chocolate,Milk,208
Milk,chocolate,0.40540540540540543,0.4214214214214214,0.21121121121121122,0.5209876543209877,1.2362628661916075,0.04036468901333767,1.2078573418779608,Milk,chocolate,209
Onion,Nutmeg,0.4034034034034034,0.4014014014014014,0.19519519519519518,0.48387096774193544,1.2054541066688118,0.03326850373897419,1.1597847847847849,Onion,Nutmeg,210
Nutmeg,Onion,0.4014014014014014,0.4034034034034034,0.19519519519519518,0.48628428927680795,1.2054541066688118,0.03326850373897419,1.1613360933749284,Nutmeg,Onion,211
Nutmeg,Sugar,0.4014014014014014,0.4094094094094094,0.1931931931931932,0.48129675810473815,1.1755879250528936,0.028855682509336178,1.1385905135905137,Nutmeg,Sugar,212
Sugar,Nutmeg,0.4094094094094094,0.4014014014014014,0.1931931931931932,0.4718826405867971,1.1755879250528936,0.028855682509336178,1.1334575316056799,Sugar,Nutmeg,213
Unicorn,Nutmeg,0.3893893893893894,0.4014014014014014,0.16516516516516516,0.4241645244215938,1.0567091269256166,0.00886371857342827,1.039530602030602,Unicorn,Nutmeg,214
Nutmeg,Unicorn,0.4014014014014014,0.3893893893893894,0.16516516516516516,0.41147132169576056,1.0567091269256164,0.00886371857342827,1.0375205714188764,Nutmeg,Unicorn,215
Yogurt,Nutmeg,0.42042042042042044,0.4014014014014014,0.1921921921921922,0.45714285714285713,1.138867117919487,0.023434846257669062,1.1026816289974184,Yogurt,Nutmeg,216
Nutmeg,Yogurt,0.4014014014014014,0.42042042042042044,0.1921921921921922,0.47880299251870323,1.138867117919487,0.023434846257669062,1.112016322542638,Nutmeg,Yogurt,217
chocolate,Nutmeg,0.4214214214214214,0.4014014014014014,0.18618618618618618,0.4418052256532066,1.1006569087968914,0.017027037047057075,1.0723830213191914,chocolate,Nutmeg,218
Nutmeg,chocolate,0.4014014014014014,0.4214214214214214,0.18618618618618618,0.46384039900249374,1.1006569087968914,0.017027037047057075,1.0791163256279537,Nutmeg,chocolate,219
Onion,Sugar,0.4034034034034034,0.4094094094094094,0.19019019019019018,0.4714640198511166,1.1515710411522384,0.025033041049057042,1.117408488300507,Onion,Sugar,220
Sugar,Onion,0.4094094094094094,0.4034034034034034,0.19019019019019018,0.46454767726161367,1.1515710411522384,0.025033041049057042,1.1141918173881644,Sugar,Onion,221
Unicorn,Onion,0.3893893893893894,0.4034034034034034,0.17517517517517517,0.4498714652956298,1.115190059132343,0.0180941702463224,1.0844676452153088,Unicorn,Onion,222
Onion,Unicorn,0.4034034034034034,0.3893893893893894,0.17517517517517517,0.43424317617866004,1.115190059132343,0.0180941702463224,1.0792810354213862,Onion,Unicorn,223
Onion,Yogurt,0.4034034034034034,0.42042042042042044,0.1921921921921922,0.47642679900744417,1.1332151719248493,0.022593163734304866,1.1069695287704766,Onion,Yogurt,224
Yogurt,Onion,0.42042042042042044,0.4034034034034034,0.1921921921921922,0.45714285714285713,1.1332151719248493,0.022593163734304866,1.0989937305726778,Yogurt,Onion,225
chocolate,Onion,0.4214214214214214,0.4034034034034034,0.1961961961961962,0.4655581947743468,1.1540760212892616,0.02619336052769486,1.1162985207429652,chocolate,Onion,226
Onion,chocolate,0.4034034034034034,0.4214214214214214,0.1961961961961962,0.48635235732009924,1.1540760212892616,0.02619336052769486,1.1264114355901795,Onion,chocolate,227
Unicorn,Sugar,0.3893893893893894,0.4094094094094094,0.18118118118118118,0.4652956298200514,1.1365044845726928,0.021761501240980724,1.1045179795179796,Unicorn,Sugar,228
Sugar,Unicorn,0.4094094094094094,0.3893893893893894,0.18118118118118118,0.44254278728606355,1.1365044845726928,0.021761501240980724,1.0953497357006128,Sugar,Unicorn,229
Yogurt,Sugar,0.42042042042042044,0.4094094094094094,0.19119119119119118,0.4547619047619047,1.1107754104086622,0.019067115163211246,1.0831792491181136,Yogurt,Sugar,230
Sugar,Yogurt,0.4094094094094094,0.42042042042042044,0.19119119119119118,0.4669926650366748,1.1107754104086622,0.019067115163211246,1.0873763671928809,Sugar,Yogurt,231
chocolate,Sugar,0.4214214214214214,0.4094094094094094,0.1881881881881882,0.4465558194774347,1.0907316959852256,0.015654292931570224,1.0671186207666896,chocolate,Sugar,232
Sugar,chocolate,0.4094094094094094,0.4214214214214214,0.1881881881881882,0.45965770171149145,1.0907316959852256,0.015654292931570224,1.0707630707630709,Sugar,chocolate,233
Unicorn,Yogurt,0.3893893893893894,0.42042042042042044,0.1841841841841842,0.4730077120822622,1.1250826294528093,0.020476933389846297,1.0997875924705192,Unicorn,Yogurt,234
Yogurt,Unicorn,0.42042042042042044,0.3893893893893894,0.1841841841841842,0.4380952380952381,1.1250826294528093,0.020476933389846297,1.0866799002392222,Yogurt,Unicorn,235
chocolate,Unicorn,0.4214214214214214,0.3893893893893894,0.18618618618618618,0.4418052256532066,1.1346103352893404,0.022089156223290357,1.093902413051349,chocolate,Unicorn,236
Unicorn,chocolate,0.3893893893893894,0.4214214214214214,0.18618618618618618,0.4781491002570694,1.1346103352893404,0.022089156223290357,1.1087047638771779,Unicorn,chocolate,237
chocolate,Yogurt,0.4214214214214214,0.42042042042042044,0.1981981981981982,0.47030878859857483,1.1186630471666101,0.021024027030033032,1.0941838699686233,chocolate,Yogurt,238
Yogurt,chocolate,0.42042042042042044,0.4214214214214214,0.1981981981981982,0.4714285714285714,1.1186630471666101,0.021024027030033032,1.0946081216351489,Yogurt,chocolate,239
Butter,Apple,0.1961961961961962,0.3833833833833834,0.1001001001001001,0.5102040816326531,1.3307934139713327,0.024881738595452313,1.2589255922589255,Butter,Apple,240
Sugar,Apple,0.1961961961961962,0.3833833833833834,0.1001001001001001,0.5102040816326531,1.3307934139713327,0.024881738595452313,1.2589255922589255,Butter,Apple,240
Butter,Sugar,0.1881881881881882,0.4094094094094094,0.1001001001001001,0.5319148936170213,1.299224886854289,0.02305408511614719,1.2617162617162616,Butter,Sugar,241
Apple,Sugar,0.1881881881881882,0.4094094094094094,0.1001001001001001,0.5319148936170213,1.299224886854289,0.02305408511614719,1.2617162617162616,Butter,Sugar,241
Apple,Butter,0.18218218218218218,0.42042042042042044,0.1001001001001001,0.5494505494505495,1.3069073783359497,0.023506990473957448,1.2863839449205303,Apple,Butter,242
Sugar,Butter,0.18218218218218218,0.42042042042042044,0.1001001001001001,0.5494505494505495,1.3069073783359497,0.023506990473957448,1.2863839449205303,Apple,Butter,242
Butter,Apple,0.42042042042042044,0.18218218218218218,0.1001001001001001,0.2380952380952381,1.3069073783359497,0.023506990473957448,1.073385885885886,Butter,Apple,243
Butter,Sugar,0.42042042042042044,0.18218218218218218,0.1001001001001001,0.2380952380952381,1.3069073783359497,0.023506990473957448,1.073385885885886,Butter,Apple,243
Sugar,Butter,0.4094094094094094,0.1881881881881882,0.1001001001001001,0.24449877750611249,1.2992248868542893,0.02305408511614719,1.0745340810065729,Sugar,Butter,244
Sugar,Apple,0.4094094094094094,0.1881881881881882,0.1001001001001001,0.24449877750611249,1.2992248868542893,0.02305408511614719,1.0745340810065729,Sugar,Butter,244
Apple,Butter,0.3833833833833834,0.1961961961961962,0.1001001001001001,0.26109660574412535,1.3307934139713329,0.024881738595452313,1.0878334164553245,Apple,Butter,245
Apple,Sugar,0.3833833833833834,0.1961961961961962,0.1001001001001001,0.26109660574412535,1.3307934139713329,0.024881738595452313,1.0878334164553245,Apple,Butter,245
Corn,Ice cream,0.19119119119119118,0.41041041041041043,0.1021021021021021,0.5340314136125655,1.301213127314519,0.023635246858470085,1.2652990068720404,Corn,Ice cream,246
Butter,Ice cream,0.19119119119119118,0.41041041041041043,0.1021021021021021,0.5340314136125655,1.301213127314519,0.023635246858470085,1.2652990068720404,Corn,Ice cream,246
Corn,Butter,0.1921921921921922,0.42042042042042044,0.1021021021021021,0.53125,1.2636160714285714,0.021300579859138413,1.2364364364364362,Corn,Butter,247
Ice cream,Butter,0.1921921921921922,0.42042042042042044,0.1021021021021021,0.53125,1.2636160714285714,0.021300579859138413,1.2364364364364362,Corn,Butter,247
Ice cream,Corn,0.2072072072072072,0.4074074074074074,0.1021021021021021,0.4927536231884058,1.2094861660079053,0.017684351017684355,1.168253968253968,Ice cream,Corn,248
Butter,Corn,0.2072072072072072,0.4074074074074074,0.1021021021021021,0.4927536231884058,1.2094861660079053,0.017684351017684355,1.168253968253968,Ice cream,Corn,248
Corn,Ice cream,0.4074074074074074,0.2072072072072072,0.1021021021021021,0.25061425061425063,1.2094861660079053,0.017684351017684355,1.0579234972677596,Corn,Ice cream,249
Corn,Butter,0.4074074074074074,0.2072072072072072,0.1021021021021021,0.25061425061425063,1.2094861660079053,0.017684351017684355,1.0579234972677596,Corn,Ice cream,249
Butter,Corn,0.42042042042042044,0.1921921921921922,0.1021021021021021,0.24285714285714285,1.2636160714285714,0.021300579859138413,1.06691597257635,Butter,Corn,250
Butter,Ice cream,0.42042042042042044,0.1921921921921922,0.1021021021021021,0.24285714285714285,1.2636160714285714,0.021300579859138413,1.06691597257635,Butter,Corn,250
Ice cream,Corn,0.41041041041041043,0.19119119119119118,0.1021021021021021,0.24878048780487805,1.3012131273145193,0.023635246858470085,1.0766610766610767,Ice cream,Corn,251
Ice cream,Butter,0.41041041041041043,0.19119119119119118,0.1021021021021021,0.24878048780487805,1.3012131273145193,0.023635246858470085,1.0766610766610767,Ice cream,Corn,251
Kidney Beans,Corn,0.2022022022022022,0.4074074074074074,0.1011011011011011,0.5,1.2272727272727273,0.018722426129833547,1.1851851851851851,Kidney Beans,Corn,252
Butter,Corn,0.2022022022022022,0.4074074074074074,0.1011011011011011,0.5,1.2272727272727273,0.018722426129833547,1.1851851851851851,Kidney Beans,Corn,252
Kidney Beans,Butter,0.19519519519519518,0.42042042042042044,0.1011011011011011,0.517948717948718,1.231978021978022,0.019037055073091114,1.202319340617213,Kidney Beans,Butter,253
Corn,Butter,0.19519519519519518,0.42042042042042044,0.1011011011011011,0.517948717948718,1.231978021978022,0.019037055073091114,1.202319340617213,Kidney Beans,Butter,253
Corn,Kidney Beans,0.19119119119119118,0.4084084084084084,0.1011011011011011,0.5287958115183247,1.2947720973206038,0.02301701100499899,1.255488822155489,Corn,Kidney Beans,254
Butter,Kidney Beans,0.19119119119119118,0.4084084084084084,0.1011011011011011,0.5287958115183247,1.2947720973206038,0.02301701100499899,1.255488822155489,Corn,Kidney Beans,254
Kidney Beans,Corn,0.4084084084084084,0.19119119119119118,0.1011011011011011,0.24754901960784312,1.2947720973206036,0.02301701100499899,1.0748990032377654,Kidney Beans,Corn,255
Kidney Beans,Butter,0.4084084084084084,0.19119119119119118,0.1011011011011011,0.24754901960784312,1.2947720973206036,0.02301701100499899,1.0748990032377654,Kidney Beans,Corn,255
Butter,Kidney Beans,0.42042042042042044,0.19519519519519518,0.1011011011011011,0.24047619047619045,1.2319780219780219,0.019037055073091114,1.0596176113417495,Butter,Kidney Beans,256
Butter,Corn,0.42042042042042044,0.19519519519519518,0.1011011011011011,0.24047619047619045,1.2319780219780219,0.019037055073091114,1.0596176113417495,Butter,Kidney Beans,256
Corn,Kidney Beans,0.4074074074074074,0.2022022022022022,0.1011011011011011,0.24815724815724816,1.2272727272727273,0.018722426129833547,1.0611232147179859,Corn,Kidney Beans,257
Corn,Butter,0.4074074074074074,0.2022022022022022,0.1011011011011011,0.24815724815724816,1.2272727272727273,0.018722426129833547,1.0611232147179859,Corn,Kidney Beans,257
Kidney Beans,Ice cream,0.2022022022022022,0.41041041041041043,0.11011011011011011,0.5445544554455446,1.326853417049022,0.027124221318415506,1.2945336640988814,Kidney Beans,Ice cream,258
Butter,Ice cream,0.2022022022022022,0.41041041041041043,0.11011011011011011,0.5445544554455446,1.326853417049022,0.027124221318415506,1.2945336640988814,Kidney Beans,Ice cream,258
Kidney Beans,Butter,0.1961961961961962,0.42042042042042044,0.11011011011011011,0.5612244897959184,1.334912536443149,0.027625222820418016,1.3209022976464837,Kidney Beans,Butter,259
Ice cream,Butter,0.1961961961961962,0.42042042042042044,0.11011011011011011,0.5612244897959184,1.334912536443149,0.027625222820418016,1.3209022976464837,Kidney Beans,Butter,259
Ice cream,Kidney Beans,0.2072072072072072,0.4084084084084084,0.11011011011011011,0.5314009661835749,1.301150895140665,0.025484944403863327,1.2624686542212316,Ice cream,Kidney Beans,260
Butter,Kidney Beans,0.2072072072072072,0.4084084084084084,0.11011011011011011,0.5314009661835749,1.301150895140665,0.025484944403863327,1.2624686542212316,Ice cream,Kidney Beans,260
Kidney Beans,Ice cream,0.4084084084084084,0.2072072072072072,0.11011011011011011,0.2696078431372549,1.301150895140665,0.025484944403863327,1.0854344277163068,Kidney Beans,Ice cream,261
Kidney Beans,Butter,0.4084084084084084,0.2072072072072072,0.11011011011011011,0.2696078431372549,1.301150895140665,0.025484944403863327,1.0854344277163068,Kidney Beans,Ice cream,261
Butter,Kidney Beans,0.42042042042042044,0.1961961961961962,0.11011011011011011,0.2619047619047619,1.334912536443149,0.027625222820418016,1.089024508379347,Butter,Kidney Beans,262
Butter,Ice cream,0.42042042042042044,0.1961961961961962,0.11011011011011011,0.2619047619047619,1.334912536443149,0.027625222820418016,1.089024508379347,Butter,Kidney Beans,262
Ice cream,Kidney Beans,0.41041041041041043,0.2022022022022022,0.11011011011011011,0.2682926829268293,1.326853417049022,0.027124221318415506,1.0903236569903236,Ice cream,Kidney Beans,263
Ice cream,Butter,0.41041041041041043,0.2022022022022022,0.11011011011011011,0.2682926829268293,1.326853417049022,0.027124221318415506,1.0903236569903236,Ice cream,Kidney Beans,263
Ice cream,Nutmeg,0.2072072072072072,0.4014014014014014,0.1021021021021021,0.4927536231884058,1.2275832158733602,0.01892883874865857,1.1800943800943802,Ice cream,Nutmeg,264
Butter,Nutmeg,0.2072072072072072,0.4014014014014014,0.1021021021021021,0.4927536231884058,1.2275832158733602,0.01892883874865857,1.1800943800943802,Ice cream,Nutmeg,264
Ice cream,Butter,0.1871871871871872,0.42042042042042044,0.1021021021021021,0.5454545454545454,1.2974025974025973,0.02340478616754893,1.2750750750750748,Ice cream,Butter,265
Nutmeg,Butter,0.1871871871871872,0.42042042042042044,0.1021021021021021,0.5454545454545454,1.2974025974025973,0.02340478616754893,1.2750750750750748,Ice cream,Butter,265
Butter,Ice cream,0.1981981981981982,0.41041041041041043,0.1021021021021021,0.5151515151515151,1.255210643015521,0.020759498236975718,1.2160285285285284,Butter,Ice cream,266
Nutmeg,Ice cream,0.1981981981981982,0.41041041041041043,0.1021021021021021,0.5151515151515151,1.255210643015521,0.020759498236975718,1.2160285285285284,Butter,Ice cream,266
Ice cream,Butter,0.41041041041041043,0.1981981981981982,0.1021021021021021,0.24878048780487805,1.255210643015521,0.020759498236975718,1.0673335673335673,Ice cream,Butter,267
Ice cream,Nutmeg,0.41041041041041043,0.1981981981981982,0.1021021021021021,0.24878048780487805,1.255210643015521,0.020759498236975718,1.0673335673335673,Ice cream,Butter,267
Butter,Ice cream,0.42042042042042044,0.1871871871871872,0.1021021021021021,0.24285714285714285,1.2974025974025973,0.02340478616754893,1.0735263565452244,Butter,Ice cream,268
Butter,Nutmeg,0.42042042042042044,0.1871871871871872,0.1021021021021021,0.24285714285714285,1.2974025974025973,0.02340478616754893,1.0735263565452244,Butter,Ice cream,268
Nutmeg,Ice cream,0.4014014014014014,0.2072072072072072,0.1021021021021021,0.2543640897755611,1.22758321587336,0.01892883874865857,1.0632438458525415,Nutmeg,Ice cream,269
Nutmeg,Butter,0.4014014014014014,0.2072072072072072,0.1021021021021021,0.2543640897755611,1.22758321587336,0.01892883874865857,1.0632438458525415,Nutmeg,Ice cream,269
Ice cream,Onion,0.2072072072072072,0.4034034034034034,0.1031031031031031,0.4975845410628019,1.2334663933541914,0.01951501050600149,1.1874566874566874,Ice cream,Onion,270
Butter,Onion,0.2072072072072072,0.4034034034034034,0.1031031031031031,0.4975845410628019,1.2334663933541914,0.01951501050600149,1.1874566874566874,Ice cream,Onion,270
Ice cream,Butter,0.1921921921921922,0.42042042042042044,0.1031031031031031,0.5364583333333333,1.276004464285714,0.022301580860139406,1.250328980666059,Ice cream,Butter,271
Onion,Butter,0.1921921921921922,0.42042042042042044,0.1031031031031031,0.5364583333333333,1.276004464285714,0.022301580860139406,1.250328980666059,Ice cream,Butter,271
Butter,Ice cream,0.1971971971971972,0.41041041041041043,0.1031031031031031,0.5228426395939086,1.2739507242788164,0.022171320469618755,1.235629246267544,Butter,Ice cream,272
Onion,Ice cream,0.1971971971971972,0.41041041041041043,0.1031031031031031,0.5228426395939086,1.2739507242788164,0.022171320469618755,1.235629246267544,Butter,Ice cream,272
Ice cream,Butter,0.41041041041041043,0.1971971971971972,0.1031031031031031,0.2512195121951219,1.2739507242788162,0.022171320469618755,1.0721470656324077,Ice cream,Butter,273
Ice cream,Onion,0.41041041041041043,0.1971971971971972,0.1031031031031031,0.2512195121951219,1.2739507242788162,0.022171320469618755,1.0721470656324077,Ice cream,Butter,273
Butter,Ice cream,0.42042042042042044,0.1921921921921922,0.1031031031031031,0.24523809523809523,1.2760044642857142,0.022301580860139406,1.070281638104982,Butter,Ice cream,274
Butter,Onion,0.42042042042042044,0.1921921921921922,0.1031031031031031,0.24523809523809523,1.2760044642857142,0.022301580860139406,1.070281638104982,Butter,Ice cream,274
Onion,Ice cream,0.4034034034034034,0.2072072072072072,0.1031031031031031,0.25558312655086846,1.2334663933541914,0.01951501050600149,1.064984984984985,Onion,Ice cream,275
Onion,Butter,0.4034034034034034,0.2072072072072072,0.1031031031031031,0.25558312655086846,1.2334663933541914,0.01951501050600149,1.064984984984985,Onion,Ice cream,275
Ice cream,Sugar,0.2072072072072072,0.4094094094094094,0.1061061061061061,0.5120772946859903,1.2507707026682258,0.02127352577803028,1.2104183391312102,Ice cream,Sugar,276
Butter,Sugar,0.2072072072072072,0.4094094094094094,0.1061061061061061,0.5120772946859903,1.2507707026682258,0.02127352577803028,1.2104183391312102,Ice cream,Sugar,276
Ice cream,Butter,0.19519519519519518,0.42042042042042044,0.1061061061061061,0.5435897435897437,1.292967032967033,0.024042060078096117,1.2698653709889665,Ice cream,Butter,277
Sugar,Butter,0.19519519519519518,0.42042042042042044,0.1061061061061061,0.5435897435897437,1.292967032967033,0.024042060078096117,1.2698653709889665,Ice cream,Butter,277
Butter,Ice cream,0.1961961961961962,0.41041041041041043,0.1061061061061061,0.5408163265306123,1.3177451468392236,0.025585144704263818,1.2839951062173285,Butter,Ice cream,278
Sugar,Ice cream,0.1961961961961962,0.41041041041041043,0.1061061061061061,0.5408163265306123,1.3177451468392236,0.025585144704263818,1.2839951062173285,Butter,Ice cream,278
Ice cream,Butter,0.41041041041041043,0.1961961961961962,0.1061061061061061,0.2585365853658536,1.3177451468392234,0.025585144704263818,1.0840774985511827,Ice cream,Butter,279
Ice cream,Sugar,0.41041041041041043,0.1961961961961962,0.1061061061061061,0.2585365853658536,1.3177451468392234,0.025585144704263818,1.0840774985511827,Ice cream,Butter,279
Butter,Ice cream,0.42042042042042044,0.19519519519519518,0.1061061061061061,0.2523809523809524,1.292967032967033,0.024042060078096117,1.0764905032420957,Butter,Ice cream,280
Butter,Sugar,0.42042042042042044,0.19519519519519518,0.1061061061061061,0.2523809523809524,1.292967032967033,0.024042060078096117,1.0764905032420957,Butter,Ice cream,280
Sugar,Ice cream,0.4094094094094094,0.2072072072072072,0.1061061061061061,0.2591687041564792,1.2507707026682258,0.02127352577803028,1.0701394463770701,Sugar,Ice cream,281
Sugar,Butter,0.4094094094094094,0.2072072072072072,0.1061061061061061,0.2591687041564792,1.2507707026682258,0.02127352577803028,1.0701394463770701,Sugar,Ice cream,281
Ice cream,Unicorn,0.2072072072072072,0.3893893893893894,0.1001001001001001,0.48309178743961356,1.2406393204426065,0.019415812208605013,1.181274732676602,Ice cream,Unicorn,282
Butter,Unicorn,0.2072072072072072,0.3893893893893894,0.1001001001001001,0.48309178743961356,1.2406393204426065,0.019415812208605013,1.181274732676602,Ice cream,Unicorn,282
Ice cream,Butter,0.18518518518518517,0.42042042042042044,0.1001001001001001,0.5405405405405406,1.2857142857142858,0.02224446668891114,1.261437908496732,Ice cream,Butter,283
Unicorn,Butter,0.18518518518518517,0.42042042042042044,0.1001001001001001,0.5405405405405406,1.2857142857142858,0.02224446668891114,1.261437908496732,Ice cream,Butter,283
Butter,Ice cream,0.18218218218218218,0.41041041041041043,0.1001001001001001,0.5494505494505495,1.3387831680514608,0.025330635941246557,1.3086012842110404,Butter,Ice cream,284
Unicorn,Ice cream,0.18218218218218218,0.41041041041041043,0.1001001001001001,0.5494505494505495,1.3387831680514608,0.025330635941246557,1.3086012842110404,Butter,Ice cream,284
